Alleles,ChinRhe,IndiRhe,IndoCyn,MaurCyn,Total,Leader only,Upstream only,Both primers sets,Genomically validated,Previous databases,Genomic assemblies
IGHV3-NL_5*01_S8361,0,1,0,1,2,F,F,T,T,F,F
IGHV3-NL_6*02_S7808,1,1,0,0,2,F,T,F,F,F,T
IGHV3-NL_7*01_S0199,2,0,0,0,2,F,F,T,T,F,F
IGHV3-NL_8*01_S7860,0,1,0,0,1,F,F,T,F,F,F
IGHV3-NL_8*01_S9578,1,0,0,0,1,F,F,T,F,F,F
IGHV3-NL_8*01_S7474,2,4,0,5,11,F,F,T,T,T,F
IGHV3-NL_9*01_S6098,0,10,1,10,21,F,F,T,T,F,F
IGHV4-117*01,10,15,3,3,31,F,F,T,T,T,T
IGHV4-117*01_S0201,0,1,0,0,1,F,F,T,F,F,F
IGHV4-117*01_S0312,6,0,0,0,6,F,F,T,F,T,F
IGHV4-117*01_S0333,1,0,0,0,1,F,F,T,F,T,F
IGHV4-117*01_S0992,2,3,0,0,5,F,F,T,T,F,F
IGHV4-117*01_S1924,1,0,0,0,1,F,F,T,T,F,F
IGHV4-117*01_S2204,0,1,0,0,1,F,F,T,T,F,F
IGHV4-117*01_S2932,1,0,0,0,1,F,F,T,T,F,F
IGHV4-117*01_S3225,0,1,0,0,1,F,F,T,F,F,F
IGHV4-117*01_S3417,0,2,3,0,5,F,F,T,F,F,F
IGHV4-117*01_S3779,1,0,0,0,1,F,F,T,F,F,F
IGHV4-117*01_S4879,0,3,0,0,3,F,F,T,F,F,F
IGHV4-117*01_S4901,1,1,1,0,3,F,F,T,F,T,F
IGHV4-117*01_S5807,0,3,0,0,3,F,F,T,F,T,F
IGHV4-117*01_S5847,0,2,1,0,3,F,F,T,F,T,F
IGHV4-117*01_S6342,1,1,0,0,2,F,F,T,F,T,F
IGHV4-117*01_S6852,1,1,0,10,12,F,F,T,T,T,F
IGHV4-117*01_S8404,0,4,0,0,4,F,F,T,F,F,F
IGHV4-144*01,5,4,2,0,11,F,F,T,T,T,T
IGHV4-144*01_S2055,1,0,0,0,1,F,F,T,F,F,F
IGHV4-144*01_S2372,0,1,0,0,1,F,F,T,F,F,F
IGHV4-144*01_S2658,0,1,0,0,1,F,F,T,F,F,F
IGHV4-144*01_S3008,1,3,2,0,6,F,F,T,T,T,F
IGHV4-144*01_S3064,1,0,0,0,1,F,F,T,F,F,F
IGHV4-144*01_S3113,2,2,0,0,4,F,F,T,F,F,F
IGHV4-144*01_S3676,2,0,0,0,2,F,F,T,F,F,F
IGHV4-144*01_S4873,0,1,0,0,1,F,F,T,F,F,F
IGHV4-144*01_S5374,3,1,2,0,6,F,F,T,F,F,F
IGHV4-144*01_S7342,0,1,0,0,1,F,F,T,F,F,F
IGHV4-144*01_S8596,3,1,2,0,6,F,F,T,F,F,F
IGHV4-144*01_S9923,1,1,0,0,2,F,F,T,F,F,F
IGHV4-144*02,0,4,0,0,4,F,F,T,F,T,F
IGHV4-149*01_S0794,0,4,2,8,14,F,F,T,F,F,F
IGHV4-149*01_S1166,3,0,0,0,3,F,F,T,F,F,F
IGHV4-149*01_S1430,5,1,0,0,6,F,F,T,F,F,F
IGHV4-149*01_S1940,1,0,0,0,1,F,T,F,F,F,F
IGHV4-149*01_S1992,2,4,1,0,7,F,F,T,F,T,F
IGHV4-149*01_S2001,1,0,0,0,1,F,F,T,F,F,F
IGHV4-149*01_S3418,0,1,0,0,1,F,F,T,T,F,F
IGHV4-149*01_S3573,1,0,0,0,1,F,F,T,F,F,F
IGHV4-149*01_S4098,0,1,2,10,13,F,F,T,F,F,F
IGHV4-149*01_S5300,1,0,0,0,1,F,F,T,F,F,F
IGHV4-149*01_S5636,1,0,0,0,1,F,F,T,F,F,F
IGHV4-149*01_S5861,0,1,0,0,1,F,F,T,F,F,F
IGHV4-149*01_S6502,2,0,0,0,2,F,F,T,F,F,F
IGHV4-149*01_S7944,1,0,0,0,1,F,T,F,F,F,F
IGHV4-149*01_S8005,1,0,0,0,1,F,T,F,F,F,F
IGHV4-149*01_S8526,1,0,0,0,1,F,F,T,F,F,F
IGHV4-149*01_S9484,1,0,0,0,1,T,F,F,F,F,F
IGHV4-149*01_S9613,2,0,0,0,2,F,F,T,F,F,F
IGHV4-149*02_S6878,1,4,0,3,8,F,F,T,T,F,F
IGHV4-149*02_S8521,0,4,2,2,8,F,F,T,F,F,F
IGHV4-150*01,4,2,0,1,7,F,F,T,T,T,T
IGHV4-150*01_S0749,1,3,2,0,6,F,F,T,F,T,F
IGHV4-150*01_S1822,0,1,0,0,1,F,F,T,F,F,F
IGHV4-150*01_S1985,0,1,0,0,1,F,F,T,F,F,F
IGHV4-150*01_S2067,4,0,0,0,4,T,F,F,F,T,F
IGHV4-150*01_S2344,1,0,0,0,1,T,F,F,F,F,F
IGHV4-150*01_S5542,0,1,0,0,1,T,F,F,F,F,F
IGHV4-150*01_S6885,3,1,1,0,5,F,F,T,F,T,F
IGHV4-150*01_S8038,0,1,0,0,1,T,F,F,F,F,F
IGHV4-150*01_S8107,1,0,2,0,3,F,F,T,F,F,F
IGHV4-150*01_S9374,0,2,0,0,2,F,F,T,F,F,F
IGHV4-150*01_S9891,1,0,0,0,1,T,F,F,F,T,F
IGHV4-174*01,0,1,0,0,1,F,F,T,F,T,T
IGHV4-174*02,1,7,0,0,8,F,F,T,T,T,F
IGHV4-174*02_S3984,0,1,0,0,1,F,F,T,F,F,F
IGHV4-174*02_S5400,0,1,0,0,1,F,F,T,T,F,F
IGHV4-67*01,1,10,1,0,12,F,F,T,F,T,T
IGHV4-67*01_S0439,1,0,0,0,1,F,F,T,F,F,F
IGHV4-67*01_S4509,0,1,0,0,1,F,F,T,F,F,F
IGHV4-67*01_S6131,1,0,0,0,1,F,F,T,F,F,F
IGHV4-67*01_S8827,4,1,0,0,5,F,F,T,F,T,F
IGHV4-67*01_S8901,0,3,0,0,3,F,F,T,F,F,F
IGHV4-67*02,2,4,0,0,6,F,F,T,F,T,F
IGHV4-67*02_S6848,4,0,1,0,5,F,F,T,F,T,F
IGHV4-67*02_S7550,1,0,0,0,1,F,F,T,F,F,F
IGHV4-67*02_S8103,2,0,0,0,2,F,F,T,F,F,F
IGHV4-67*02_S8671,1,0,0,0,1,F,F,T,F,F,F
IGHV4-67*02_S8878,1,1,0,0,2,F,F,T,T,T,F
IGHV4-72*01,7,14,2,0,23,F,F,T,T,T,T
IGHV4-72*01_S1622,0,2,0,0,2,T,F,F,F,F,F
IGHV4-72*01_S2051,1,2,0,0,3,F,F,T,F,T,F
IGHV4-72*01_S8261,2,2,1,5,10,F,F,T,T,F,F
IGHV4-79*01,1,10,0,9,20,F,F,T,F,T,T
IGHV4-79*01_S1478,1,0,0,0,1,F,F,T,F,T,F
IGHV4-79*02_S9501,1,6,0,0,7,F,F,T,T,T,F
IGHV4-93*01,1,9,0,0,10,F,F,T,F,T,T
IGHV4-93*01_S0054,4,0,1,0,5,F,F,T,F,F,T
IGHV4-93*01_S0171,0,1,0,0,1,F,F,T,F,F,F
IGHV4-93*01_S0998,4,1,0,0,5,F,F,T,F,F,F
IGHV4-93*01_S1164,2,0,3,0,5,F,F,T,F,T,T
IGHV4-93*01_S5203,5,4,1,0,10,F,F,T,F,T,T
IGHV4-93*01_S6528,0,1,0,0,1,F,F,T,F,F,F
IGHV4-93*01_S8059,2,0,0,0,2,F,F,T,F,T,T
IGHV4-NL_1*01_S0419,0,1,0,0,1,F,T,F,F,F,F
IGHV4-NL_1*01_S0477,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_1*01_S0689,0,1,0,0,1,F,T,F,F,F,F
IGHV4-NL_1*01_S0860,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_1*01_S1134,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_1*01_S1456,0,1,0,0,1,F,F,T,T,F,F
IGHV4-NL_1*01_S1593,3,2,0,0,5,F,F,T,T,F,F
IGHV4-NL_1*01_S1908,0,1,0,0,1,F,T,F,F,F,F
IGHV4-NL_1*01_S2370,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_1*01_S2710,0,1,0,0,1,T,F,F,F,F,F
IGHV4-NL_1*01_S4155,5,3,1,1,10,F,F,T,F,F,F
IGHV4-NL_1*01_S4750,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_1*01_S5296,2,0,0,0,2,F,F,T,F,F,F
IGHV4-NL_1*01_S5424,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_1*01_S5917,1,0,0,0,1,F,F,T,F,T,F
IGHV4-NL_1*01_S7240,0,2,0,0,2,F,F,T,F,F,F
IGHV4-NL_1*01_S7297,0,6,0,0,6,F,F,T,F,T,F
IGHV4-NL_1*01_S8446,1,0,0,0,1,F,F,T,F,T,F
IGHV4-NL_1*01_S8621,1,4,0,6,11,F,F,T,T,T,F
IGHV4-NL_1*01_S8720,0,7,0,0,7,F,F,T,T,T,F
IGHV4-NL_1*01_S9290,0,1,0,0,1,F,T,F,F,F,F
IGHV4-NL_1*01_S9508,7,5,1,2,15,F,F,T,T,T,F
IGHV4-NL_1*02_S1702,1,0,0,0,1,F,T,F,F,F,F
IGHV4-NL_1*02_S1777,0,1,0,0,1,F,T,F,F,F,F
IGHV4-NL_1*02_S1821,0,1,0,0,1,F,F,T,T,F,F
IGHV4-NL_1*02_S2070,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_1*02_S2275,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_1*02_S2524,1,0,0,0,1,F,T,F,F,F,F
IGHV4-NL_1*02_S3654,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_1*02_S4188,3,0,0,0,3,F,F,T,F,T,F
IGHV4-NL_1*02_S4582,0,1,1,0,2,F,F,T,F,F,F
IGHV4-NL_1*02_S5113,0,2,0,0,2,F,F,T,T,F,F
IGHV4-NL_1*02_S5220,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_1*02_S8056,0,1,0,0,1,T,F,F,F,F,F
IGHV4-NL_1*02_S8887,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_1*02_S8977,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_10*01_S0458,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_10*01_S6744,1,0,0,0,1,F,F,T,F,T,F
IGHV4-NL_10*01_S7684,3,0,0,0,3,F,F,T,T,F,F
IGHV4-NL_10*02_S9348,1,0,0,0,1,F,F,T,T,F,F
IGHV4-NL_11*01_S0325,3,0,0,0,3,F,F,T,F,F,F
IGHV4-NL_11*01_S4651,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_11*01_S5570,0,2,0,0,2,F,F,T,F,F,F
IGHV4-NL_11*01_S9942,1,1,0,0,2,F,F,T,F,T,F
IGHV4-NL_12*01_S5174,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_12*01_S8068,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_13*01_S9624,1,0,0,0,1,F,T,F,F,F,F
IGHV4-NL_13*01_S9744,3,1,0,0,4,F,F,T,F,T,F
IGHV4-NL_15*01_S5717,1,2,0,0,3,F,F,T,T,T,F
IGHV4-NL_15*01_S7687,2,0,0,0,2,F,F,T,F,F,F
IGHV4-NL_16*01_S2138,3,1,2,9,15,F,F,T,T,T,F
IGHV4-NL_16*01_S2324,0,7,2,0,9,F,F,T,T,T,F
IGHV4-NL_16*01_S3062,1,1,0,0,2,F,F,T,F,F,F
IGHV4-NL_16*01_S3640,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_17*01_S0904,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_17*01_S0936,4,2,0,0,6,F,F,T,F,T,F
IGHV4-NL_17*01_S2080,0,1,0,0,1,F,F,T,T,T,F
IGHV4-NL_17*01_S2142,0,1,0,2,3,F,F,T,F,F,F
IGHV4-NL_17*01_S2333,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_17*01_S2469,0,2,0,0,2,F,F,T,T,F,F
IGHV4-NL_17*01_S2814,2,0,0,0,2,T,F,F,F,F,F
IGHV4-NL_17*01_S3082,3,0,0,0,3,F,F,T,T,T,F
IGHV4-NL_17*01_S4004,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_17*01_S4099,0,7,1,0,8,F,F,T,T,T,T
IGHV4-NL_17*01_S4839,0,1,0,0,1,T,F,F,F,F,F
IGHV4-NL_17*01_S4954,0,1,0,0,1,T,F,F,F,F,F
IGHV4-NL_17*01_S5431,4,3,0,2,9,F,F,T,T,T,F
IGHV4-NL_17*01_S6727,2,0,0,0,2,T,F,F,F,T,F
IGHV4-NL_17*01_S7355,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_19*01_S1944,1,0,0,0,1,F,T,F,F,T,F
IGHV4-NL_19*01_S2661,0,1,0,0,1,T,F,F,F,F,F
IGHV4-NL_19*01_S3005,2,0,0,0,2,F,F,T,F,F,F
IGHV4-NL_20*01_S0030,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_20*01_S2908,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_20*01_S3862,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_20*01_S3868,0,1,0,0,1,F,F,T,T,F,F
IGHV4-NL_20*01_S4754,0,3,0,0,3,F,F,T,F,F,F
IGHV4-NL_20*01_S5229,2,0,0,0,2,F,F,T,F,F,F
IGHV4-NL_20*01_S6186,5,0,0,0,5,F,F,T,F,T,F
IGHV4-NL_20*01_S6889,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_20*01_S7244,1,1,0,0,2,F,F,T,T,T,F
IGHV4-NL_21*01_S0138,7,10,1,0,18,F,F,T,T,T,F
IGHV4-NL_21*01_S0142,0,1,0,0,1,F,F,T,F,T,F
IGHV4-NL_21*01_S1118,0,2,0,0,2,F,F,T,T,F,F
IGHV4-NL_21*01_S3257,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_21*01_S4478,0,2,1,0,3,F,F,T,F,F,F
IGHV4-NL_21*01_S6308,0,1,0,0,1,F,T,F,F,F,F
IGHV4-NL_21*01_S6468,1,0,0,0,1,F,F,T,F,T,F
IGHV4-NL_21*01_S6650,0,2,0,0,2,F,F,T,F,F,F
IGHV4-NL_21*01_S7469,1,2,0,0,3,F,F,T,F,F,F
IGHV4-NL_21*01_S9849,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_22*01_S2393,3,2,2,10,17,F,F,T,T,T,F
IGHV4-NL_22*01_S2980,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_22*01_S5234,1,0,0,0,1,T,F,F,F,F,F
IGHV4-NL_22*01_S6977,7,5,0,0,12,F,F,T,F,T,F
IGHV4-NL_22*01_S9255,3,0,4,0,7,F,F,T,T,T,F
IGHV4-NL_23*01_S1296,0,4,0,0,4,F,F,T,T,T,F
IGHV4-NL_23*01_S4212,0,2,0,0,2,F,F,T,F,F,F
IGHV4-NL_23*01_S6914,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_23*01_S7000,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_23*01_S7678,0,2,0,0,2,F,F,T,F,F,F
IGHV4-NL_24*01_S0809,0,2,0,0,2,F,F,T,F,F,F
IGHV4-NL_24*01_S1628,5,0,0,0,5,F,F,T,F,T,F
IGHV4-NL_24*01_S2784,2,0,0,0,2,F,F,T,F,F,F
IGHV4-NL_24*01_S5697,5,1,1,0,7,F,F,T,F,T,F
IGHV4-NL_24*01_S7468,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_24*01_S7595,1,3,0,0,4,F,F,T,T,F,F
IGHV4-NL_24*01_S8809,0,1,0,0,1,F,F,T,T,F,F
IGHV4-NL_24*01_S9400,0,1,0,0,1,T,F,F,F,F,F
IGHV4-NL_25*01_S0581,1,0,0,0,1,F,F,T,F,T,F
IGHV4-NL_25*01_S2780,0,4,0,0,4,F,F,T,F,T,F
IGHV4-NL_25*01_S6200,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_25*01_S6383,1,0,0,0,1,F,F,T,T,T,F
IGHV4-NL_25*01_S6604,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_25*01_S6960,3,0,0,0,3,F,F,T,F,F,F
IGHV4-NL_25*01_S8389,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_25*01_S8575,1,0,0,0,1,F,T,F,F,F,F
IGHV4-NL_25*01_S9478,2,0,0,0,2,F,F,T,F,F,F
IGHV4-NL_25*01_S9955,5,1,1,0,7,F,F,T,T,T,F
IGHV4-NL_26*01_S2261,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_27*01_S0673,2,0,0,0,2,F,F,T,F,T,F
IGHV4-NL_27*01_S1458,0,2,0,0,2,F,F,T,F,F,F
IGHV4-NL_27*01_S2822,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_27*01_S2979,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_27*01_S3198,1,0,0,0,1,F,T,F,F,F,F
IGHV4-NL_27*01_S3510,3,0,0,0,3,F,F,T,F,F,F
IGHV4-NL_27*01_S4348,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_27*01_S5151,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_27*01_S5706,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_27*01_S5720,2,1,0,5,8,F,F,T,F,T,F
IGHV4-NL_27*01_S5829,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_27*01_S6960,0,1,2,10,13,F,F,T,F,F,F
IGHV4-NL_27*01_S7150,3,0,0,0,3,F,F,T,F,T,F
IGHV4-NL_27*01_S7431,0,2,0,0,2,F,F,T,T,F,F
IGHV4-NL_27*01_S7643,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_27*01_S7871,0,1,0,0,1,T,F,F,F,F,F
IGHV4-NL_27*01_S9001,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_27*01_S9596,1,0,0,0,1,F,F,T,T,T,F
IGHV4-NL_28*01_S1050,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_28*01_S2610,2,1,2,0,5,F,F,T,T,T,F
IGHV4-NL_28*01_S8057,2,0,0,0,2,F,F,T,F,T,F
IGHV4-NL_29*01_S1425,3,0,2,0,5,F,F,T,F,F,F
IGHV4-NL_29*01_S3018,0,1,0,0,1,T,F,F,F,F,F
IGHV4-NL_29*01_S3761,1,3,2,0,6,F,F,T,T,T,F
IGHV4-NL_29*01_S5315,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_29*01_S9610,2,0,2,0,4,F,F,T,T,T,F
IGHV4-NL_29*01_S9965,0,2,0,0,2,F,F,T,T,F,F
IGHV4-NL_3*01_S1577,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_3*01_S7576,2,0,0,0,2,F,F,T,F,T,F
IGHV4-NL_3*01_S7864,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_30*01_S4251,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_31*01_S1675,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_31*01_S7693,4,5,2,0,11,F,F,T,F,T,F
IGHV4-NL_32*01_S3033,2,0,0,0,2,F,F,T,F,F,F
IGHV4-NL_33*01_S1148,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_33*01_S2532,2,3,0,0,5,F,F,T,F,T,F
IGHV4-NL_33*01_S3086,0,1,0,0,1,F,F,T,T,F,F
IGHV4-NL_33*01_S4143,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_33*01_S4377,0,6,0,0,6,F,F,T,T,T,F
IGHV4-NL_33*01_S4467,3,4,0,0,7,F,F,T,F,T,F
IGHV4-NL_33*01_S5330,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_33*01_S5535,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_33*01_S6730,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_33*01_S8127,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_33*01_S9428,2,0,0,0,2,F,F,T,F,F,F
IGHV4-NL_34*01_S4637,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_34*01_S4749,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_36*01_S0211,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_36*01_S0538,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_36*01_S0848,0,2,0,0,2,F,F,T,T,F,F
IGHV4-NL_36*01_S0936,1,3,1,0,5,F,F,T,F,F,F
IGHV4-NL_36*01_S3269,2,0,0,0,2,F,F,T,F,T,F
IGHV4-NL_36*01_S3780,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_36*01_S5000,2,0,2,0,4,F,F,T,F,T,T
IGHV4-NL_36*01_S5319,3,0,2,0,5,F,F,T,F,F,F
IGHV4-NL_36*01_S5847,6,5,1,0,12,F,F,T,T,T,F
IGHV4-NL_36*01_S6474,2,4,0,1,7,F,F,T,T,F,F
IGHV4-NL_36*01_S6687,0,1,0,0,1,F,F,T,T,F,F
IGHV4-NL_36*01_S6973,1,1,0,0,2,F,F,T,F,F,F
IGHV4-NL_36*01_S7873,1,0,1,0,2,F,F,T,F,F,F
IGHV4-NL_36*01_S8200,0,7,1,0,8,F,F,T,F,T,F
IGHV4-NL_36*01_S9506,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_36*01_S9644,5,1,0,1,7,F,F,T,F,T,F
IGHV4-NL_38*01_S0981,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_38*01_S2187,1,0,0,0,1,F,F,T,F,T,F
IGHV4-NL_38*01_S5467,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_38*01_S6639,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_38*01_S6935,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_38*01_S6954,1,0,0,0,1,F,F,T,F,T,F
IGHV4-NL_38*01_S8437,3,4,1,0,8,F,F,T,F,T,T
IGHV4-NL_38*01_S9244,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_38*01_S9472,0,1,0,0,1,F,F,T,F,T,F
IGHV4-NL_4*01_S5211,0,1,1,0,2,F,F,T,F,F,F
IGHV4-NL_4*01_S8866,1,2,4,0,7,F,F,T,F,F,F
IGHV4-NL_40*01_S0696,0,3,0,0,3,F,F,T,F,F,F
IGHV4-NL_40*01_S0979,1,0,0,0,1,F,F,T,T,T,F
IGHV4-NL_40*01_S5093,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_40*01_S6921,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_40*01_S9974,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_42*01_S3076,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_42*01_S3572,0,2,2,0,4,F,F,T,F,F,F
IGHV4-NL_42*01_S3666,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_42*01_S6064,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_43*01_S4510,1,4,0,0,5,F,F,T,F,T,F
IGHV4-NL_5*01_S0876,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_5*01_S1492,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_5*01_S2528,1,1,0,0,2,F,F,T,F,T,F
IGHV4-NL_5*01_S2634,2,2,0,0,4,F,F,T,F,F,F
IGHV4-NL_5*01_S4603,3,0,0,0,3,F,F,T,F,F,F
IGHV4-NL_5*01_S5158,8,5,2,0,15,F,F,T,T,T,F
IGHV4-NL_5*01_S5308,0,1,0,0,1,F,T,F,F,F,F
IGHV4-NL_5*01_S5442,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_5*01_S6060,0,2,0,0,2,F,F,T,F,F,F
IGHV4-NL_5*01_S6281,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_5*01_S7147,1,4,0,0,5,F,F,T,F,F,F
IGHV4-NL_5*01_S8078,0,2,0,0,2,F,F,T,F,F,F
IGHV4-NL_5*01_S8645,3,1,0,0,4,F,F,T,F,T,F
IGHV4-NL_5*01_S8781,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_5*01_S8913,0,1,1,0,2,F,F,T,T,F,F
IGHV4-NL_6*01_S0677,1,0,0,0,1,F,T,F,F,F,F
IGHV4-NL_6*01_S1133,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_6*01_S4760,0,1,1,0,2,F,F,T,F,F,F
IGHV4-NL_6*01_S5805,1,0,0,0,1,F,F,T,F,T,F
IGHV4-NL_7*02_S0143,3,0,0,1,4,F,F,T,F,F,F
IGHV4-NL_8*02_S1304,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_9*01_S1435,3,0,0,0,3,F,F,T,F,T,F
IGHV4-NL_9*01_S2406,1,0,1,0,2,F,F,T,F,F,F
IGHV4-NL_9*01_S3502,0,4,0,0,4,F,F,T,F,T,F
IGHV4-NL_9*01_S4567,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_9*01_S4804,1,0,1,0,2,F,F,T,F,F,F
IGHV4-NL_9*01_S4906,2,0,0,0,2,F,F,T,F,F,F
IGHV4-NL_9*01_S4990,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_9*01_S6142,0,1,0,0,1,F,F,T,F,F,F
IGHV4-NL_9*01_S6766,1,0,0,0,1,F,F,T,F,F,F
IGHV4-NL_9*01_S9889,0,1,0,0,1,F,T,F,F,F,F
IGHV5-15*01,4,6,2,0,12,F,F,T,F,T,T
IGHV5-15*01_S0203,0,5,3,0,8,F,F,T,F,F,F
IGHV5-15*01_S0308,1,0,0,0,1,F,F,T,F,T,F
IGHV5-15*01_S2502,0,3,0,0,3,F,F,T,F,T,F
IGHV5-15*01_S2952,2,0,0,0,2,F,F,T,F,F,F
IGHV5-15*01_S3383,0,1,0,0,1,F,F,T,F,T,F
IGHV5-15*01_S4790,1,3,0,0,4,F,F,T,F,T,F
IGHV5-15*01_S5299,0,1,1,0,2,F,F,T,F,F,F
IGHV5-15*01_S6979,1,0,0,0,1,F,F,T,F,F,F
IGHV5-15*01_S8661,4,1,0,12,17,F,F,T,F,T,T
IGHV5-15*01_S8725,1,0,0,0,1,F,F,T,F,T,F
IGHV5-15*01_S9061,3,3,1,0,7,F,F,T,F,F,F
IGHV5-157*01,2,4,0,0,6,F,F,T,F,T,T
IGHV5-157*01_S0308,1,0,0,0,1,F,F,T,F,F,F
IGHV5-157*01_S3631,0,4,0,0,4,F,F,T,F,T,F
IGHV5-157*01_S5960,7,2,6,2,17,F,F,T,F,T,F
IGHV5-157*01_S6479,4,4,0,0,8,F,F,T,F,T,F
IGHV5-157*01_S8185,0,5,0,0,5,F,F,T,F,F,F
IGHV5-157*01_S8626,1,2,2,5,10,F,F,T,F,F,F
IGHV5-157*02_S3096,1,5,0,8,14,F,F,T,F,T,T
IGHV5-157*02_S3440,3,0,0,0,3,F,F,T,F,F,F
IGHV5-157*02_S5108,1,0,0,0,1,F,F,T,F,F,F
IGHV5-157*02_S7648,1,0,0,0,1,F,F,T,F,F,F
IGHV5-157*02_S8705,1,0,0,0,1,F,F,T,F,F,F
IGHV6-1*01,2,1,0,6,9,F,F,T,F,T,T
IGHV6-1*02,9,12,6,3,30,F,F,T,F,T,T
IGHV6-1*02_S1768,0,1,0,0,1,F,F,T,F,F,F
IGHV7-135*01,0,8,3,11,22,F,F,T,F,T,T
IGHV7-135*01_S4281,2,2,0,0,4,F,F,T,F,F,F
IGHV7-135*01_S9086,3,1,0,4,8,F,F,T,F,F,F
IGHV7-135*02_S1424,0,1,0,0,1,F,F,T,F,F,F
